item	roi	word	surprisal	retrieval
3989	4	तो	0.12105	123.30855296529046
3989	5	बर्क्ली	0.49252	101.0
3989	6	जा	0.26321	577.5606321576979
3989	7	रहे	0.00367	123.30855296529035
3989	8	हैं	0.00539	244.57055928758768
3989	9	।	0.00444	218.64204918486348
3997	1	बर्क्ली	0.72029	51.0
3997	2	तुम्हारा	0.43132	51.0
3997	3	कितनी	0.11000	51.0
3997	4	दूर	0.89870	123.30855296529046
3997	5	है	1.74729	363.0399441261915
3997	6	।	0.63566	229.9251167396951
4005	1	ज़्यादा	0.58763	101.0
4005	2	दूर	0.23371	123.30855296529043
4005	3	नहीं	0.28444	197.78527964379387
4005	4	है	0.01303	215.17868526501138
4005	5	।	0.00286	229.858571896822
4013	1	ब_2_घं	0.64106	51.0
4013	2	1	0.49477	51.0
4013	3	घंटा	1.12622	322.1980044095982
4013	4	[incomprehensible]	1.19353	224.30855296529046
4013	5	।	0.03263	123.30855296529046
4021	1	बर्क्ली	0.72029	51.0
4021	2	कुछ	0.13194	51.0
4021	3	।	1.24064	271.1980044095982
4028	1	3	0.17414	51.0
4028	2	लोग	0.98168	174.30855296529043
4028	3	स्टैनफ़ोर्ड	0.46269	51.00000000000003
4028	4	जा	0.22444	372.1980044095982
4028	5	रहे	0.00399	123.30855296529046
4028	6	हैं	0.00559	244.5705592875878
4028	7	।	0.00591	218.64204918486348
4036	1	1	0.10004	51.0
4036	2	बर्क्ली	0.60882	224.30855296529046
4036	3	जा	0.09876	145.6171059305808
4036	4	रहा	0.01310	123.30855296529046
4036	5	है	0.00998	244.5705592875878
4036	6	।	0.03196	281.5253404488167
4044	1	ह्म	0.08689	101.0
4044	2	ह्म	0.01347	123.30855296529043
4044	3	।	0.00414	197.78527964379387
4051	1	1	0.07524	51.0
4051	2	आद	1.08173	196.61710593058083
4051	3	ऑस्टिन	1.22069	224.30855296529043
4051	4	जा	0.16206	123.30855296529046
4051	5	रहे	0.03894	123.30855296529046
4051	6	हैं	0.02683	244.57055928758768
4051	7	।	0.01697	280.16209745749734
4059	1	ह्म	0.08689	101.0
4059	2	।	0.00378	123.30855296529043
4066	1	कुछ	0.13712	51.0
4066	2	लोग	1.00596	174.30855296529043
4066	3	अरबाना	1.06710	224.30855296529043
4066	4	जा	0.05447	123.3085529652904
4066	5	रहे	0.52792	145.6171059305808
4066	6	हैं	0.34765	298.1699580311132
4066	7	।	0.01149	284.71002098090185
4074	1	और	0.07862	51.0
4074	2	तुम	0.15059	51.0
4074	3	आयोवा	0.20128	51.0
4074	4	आए	0.35552	537.5364587679538
4074	5	।	0.00518	123.30855296529046
4082	1	और	0.07862	51.0
4082	2	हम	0.17289	51.0
4082	3	आयोवा	0.19624	51.0
4082	4	घर	0.92278	51.0
4082	5	से	0.02892	123.30855296529046
4082	6	भागते	0.35282	837.1841345746915
4082	7	हुए	0.00432	123.30855296529035
4082	8	।	0.00410	197.78527964379373
4090	1	[laughter]	0.86480	101.0
4090	2	।	0.00914	123.30855296529043
4098	1	क्या	0.65753	101.0
4098	2	बताएँ	0.22245	123.30855296529043
4098	3	।	0.04530	197.78527964379387
4106	1	वैल_एक्चुअली_इट_डिस्ट्रिब्यूट्स_ईक्वली_आइ_गेस	0.35864	51.0
4106	2	।	0.86197	224.30855296529046
4114	1	याह	0.12738	101.0
4114	2	।	0.00329	123.30855296529043
4122	1	याह	0.49229	101.0
4122	2	[laughter]	0.37552	123.30855296529043
4122	3	।	0.00479	197.78527964379387
4130	1	तो	0.36147	51.0
4130	2	।	1.03579	224.30855296529046
4138	1	इ	0.14697	51.0
4138	2	आयोवा	0.86340	174.30855296529043
4138	3	कोई	0.33223	51.00000000000003
4138	4	नहीं	0.78839	51.0
4138	5	जा	0.16088	537.5364587679538
4138	6	रहा	0.00370	123.30855296529046
4138	7	हमारे	0.57500	244.5705592875878
4138	8	यहाँ	0.88922	353.92614755459067
4138	9	से	0.02319	123.30855296529035
4138	10	इस	0.94350	151.0
4138	11	बार	0.44194	331.17899824875667
4138	12	।	0.02516	269.05786851796347
4146	1	ह्म	0.08689	101.0
4146	2	।	0.00378	123.30855296529043
4154	1	स्कॉलरशिप	0.49103	51.0
4154	2	का	0.02378	123.30855296529043
4154	3	सीन	0.79214	101.00000000000003
4154	4	अच्छा	1.17954	51.0
4154	5	हो	0.16040	549.5565505270109
4154	6	गया	0.00430	123.30855296529046
4154	7	वैसे	0.10154	244.57055928758757
4154	8	।	0.00493	218.64204918486348
4162	1	आयोवा	0.72029	51.0
4162	2	में	0.04389	123.30855296529043
4162	3	।	0.37406	197.78527964379387
4170	1	नहीं	0.76841	51.0
4170	2	य_अ	0.11086	51.0
4170	3	आइआइटी	0.56629	174.30855296529046
4170	4	कानपुर	1.04466	51.0
4170	5	में	0.04769	123.30855296529046
4170	6	।	0.43260	197.78527964379384
4178	1	दे_गेट_बेटर_स्कॉल्स_नाउ	0.35864	51.0
4178	2	।	0.86197	224.30855296529046
4186	1	हाँ	0.18068	101.0
4186	2	हाँ	0.04620	123.30855296529043
4186	3	।	0.00749	197.78527964379387
4194	1	हमारा	0.25956	51.0
4194	2	समय	0.59382	51.0
4194	3	में	0.02213	123.30855296529043
4194	4	बर्क्ली	0.52337	101.00000000000003
4194	5	कोई	0.76001	51.0
4194	6	गया	0.23993	740.3285442921045
4194	7	ही	0.00416	123.30855296529035
4194	8	नहीं	0.15732	197.78527964379373
4194	9	था	0.05181	215.17868526501138
4194	10	।	0.00402	229.858571896822
4202	1	ह्म	0.08689	101.0
4202	2	।	0.00378	123.30855296529043
4209	1	1	0.07524	51.0
4209	2	बंदे	0.97198	174.30855296529043
4209	3	को	0.02496	123.30855296529043
4209	4	मिली	0.19418	298.7852796437939
4209	5	थी	0.00334	123.30855296529046
4209	6	स्टैनफोर्ड	0.49683	197.78527964379384
4209	7	।	0.01217	215.1786852650115
4217	1	ह्म	0.08689	101.0
4217	2	ह्म	0.01347	123.30855296529043
4217	3	।	0.00414	197.78527964379387
4225	1	ए_अह	0.64106	51.0
4225	2	[pause]	0.62987	51.0
4225	3	कोई	1.17561	322.1980044095982
4225	4	अरबाना	0.81525	51.0
4225	5	नहीं	0.50011	51.0
4225	6	गया	0.13497	537.5364587679538
4225	7	था	0.00348	123.30855296529035
4225	8	।	0.00418	197.78527964379396
4233	1	ह्म	0.08689	101.0
4233	2	।	0.00378	123.30855296529043
4241	1	कुछ	0.13712	51.0
4241	2	लोग	1.00596	174.30855296529043
4241	3	गए	0.17555	224.30855296529043
4241	4	थे	0.00283	123.3085529652904
4241	5	।	0.00358	197.78527964379384
4249	1	1_कॉर्नेल	0.64106	51.0
4249	2	नहीं	0.74134	51.0
4249	3	कॉर्नेल	0.70317	51.0
4249	4	भी	0.12752	123.30855296529046
4249	5	नहीं	0.56248	101.0
4249	6	गया	0.14247	757.6804683661263
4249	7	था	0.00348	123.30855296529035
4249	8	कोई	0.56788	197.78527964379396
4249	9	।	0.01163	215.17868526501138
4257	1	यूपेन	0.72029	51.0
4257	2	टाइप	0.76901	51.0
4257	3	जगह	0.23870	372.1980044095982
4257	4	गए	0.08437	145.6171059305808
4257	5	थे	0.01193	123.30855296529046
4257	6	।	0.02546	265.0136393889485
4265	1	युपेन	0.72029	51.0
4265	2	कोई	0.37638	51.0
4265	3	चला	0.20253	372.1980044095982
4265	4	गया	0.00330	123.30855296529046
4265	5	।	0.00355	197.78527964379384
4273	1	या	0.06931	51.0
4273	2	मैडिसन	0.41451	51.0
4273	3	चला	0.28414	372.1980044095982
4273	4	गया	0.00443	123.30855296529046
4273	5	।	0.00554	197.78527964379384
4281	1	ह्म	0.08689	101.0
4281	2	ह्म	0.01347	123.30855296529043
4281	3	।	0.00414	197.78527964379387
4289	1	ह्म	0.08689	101.0
4289	2	।	0.00378	123.30855296529043
4297	1	और	0.91841	101.0
4297	2	।	0.01057	123.30855296529043
